merchant_code,week,denominator_status_complete,orders_row_exists,order_count,sales_qty,page_result_reason
2026011605,2026-08-23..2026-08-30,1,1,1,1.0000,aggregate_row
2026011605,2026-08-30..2026-09-06,1,0,,,verified_zero
2026011605,2026-09-06..2026-09-13,1,0,,,verified_zero
2026013003*5,2026-08-09..2026-08-16,1,1,26,26.0000,aggregate_row
2026013003*5,2026-08-16..2026-08-23,1,1,27,28.0000,aggregate_row
2026013003*5,2026-08-23..2026-08-30,1,1,31,32.0000,aggregate_row
2026013003*5,2026-08-30..2026-09-06,1,1,43,44.0000,aggregate_row
2026013003*5,2026-09-06..2026-09-13,1,1,31,39.0000,aggregate_row
2026020202,2026-08-09..2026-08-16,1,1,2846,2847.0000,aggregate_row
2026020202,2026-08-16..2026-08-23,1,1,2793,2796.0000,aggregate_row
2026020202,2026-08-23..2026-08-30,1,1,1592,1592.0000,aggregate_row
2026020202,2026-08-30..2026-09-06,1,1,1484,1488.0000,aggregate_row
2026020202,2026-09-06..2026-09-13,1,1,995,997.0000,aggregate_row
2026020203,2026-08-09..2026-08-16,1,1,642,642.0000,aggregate_row
2026020203,2026-08-16..2026-08-23,1,1,628,628.0000,aggregate_row
2026020203,2026-08-23..2026-08-30,1,1,373,373.0000,aggregate_row
2026020203,2026-08-30..2026-09-06,1,1,348,348.0000,aggregate_row
2026020203,2026-09-06..2026-09-13,1,1,240,241.0000,aggregate_row
2026020204,2026-08-09..2026-08-16,1,1,259,264.0000,aggregate_row
2026020204,2026-08-16..2026-08-23,1,1,256,264.0000,aggregate_row
2026020204,2026-08-23..2026-08-30,1,1,146,149.0000,aggregate_row
2026020204,2026-08-30..2026-09-06,1,1,132,137.0000,aggregate_row
2026020204,2026-09-06..2026-09-13,1,1,119,122.0000,aggregate_row
2026022601*10,2026-08-09..2026-08-16,1,1,190,196.0000,aggregate_row
2026022601*10,2026-08-16..2026-08-23,1,1,124,128.0000,aggregate_row
2026022601*10,2026-08-23..2026-08-30,1,1,134,134.0000,aggregate_row
2026022601*10,2026-08-30..2026-09-06,1,1,139,139.0000,aggregate_row
2026022601*10,2026-09-06..2026-09-13,1,1,211,228.0000,aggregate_row
2026022601*3,2026-08-09..2026-08-16,1,1,309,317.0000,aggregate_row
2026022601*3,2026-08-16..2026-08-23,1,1,266,277.0000,aggregate_row
2026022601*3,2026-08-23..2026-08-30,1,1,225,243.0000,aggregate_row
2026022601*3,2026-08-30..2026-09-06,1,1,243,257.0000,aggregate_row
2026022601*3,2026-09-06..2026-09-13,1,1,251,264.0000,aggregate_row
2026022601*5,2026-08-09..2026-08-16,1,1,131,133.0000,aggregate_row
2026022601*5,2026-08-16..2026-08-23,1,1,119,122.0000,aggregate_row
2026022601*5,2026-08-23..2026-08-30,1,1,111,117.0000,aggregate_row
2026022601*5,2026-08-30..2026-09-06,1,1,154,156.0000,aggregate_row
2026022601*5,2026-09-06..2026-09-13,1,1,174,177.0000,aggregate_row
2026022608*5,2026-08-09..2026-08-16,1,1,31,31.0000,aggregate_row
2026022608*5,2026-08-16..2026-08-23,1,1,29,33.0000,aggregate_row
2026022608*5,2026-08-23..2026-08-30,1,1,27,27.0000,aggregate_row
2026022608*5,2026-08-30..2026-09-06,1,1,32,33.0000,aggregate_row
2026022608*5,2026-09-06..2026-09-13,1,1,44,48.0000,aggregate_row
2026030201*10,2026-08-09..2026-08-16,1,1,2773,2789.0000,aggregate_row
2026030201*10,2026-08-16..2026-08-23,1,1,4446,4459.0000,aggregate_row
2026030201*10,2026-08-23..2026-08-30,1,1,4703,4718.0000,aggregate_row
2026030201*10,2026-08-30..2026-09-06,1,1,3260,3266.0000,aggregate_row
2026030201*10,2026-09-06..2026-09-13,1,1,3028,3045.0000,aggregate_row
2026030201*2,2026-08-09..2026-08-16,1,1,3,3.0000,aggregate_row
2026030201*2,2026-08-16..2026-08-23,1,1,4,4.0000,aggregate_row
2026030201*2,2026-08-23..2026-08-30,1,1,4,4.0000,aggregate_row
2026030201*2,2026-08-30..2026-09-06,1,1,6,6.0000,aggregate_row
2026030201*2,2026-09-06..2026-09-13,1,1,4,4.0000,aggregate_row
2026030201*20,2026-08-09..2026-08-16,1,1,254,258.0000,aggregate_row
2026030201*20,2026-08-16..2026-08-23,1,1,338,383.0000,aggregate_row
2026030201*20,2026-08-23..2026-08-30,1,1,395,416.0000,aggregate_row
2026030201*20,2026-08-30..2026-09-06,1,1,339,361.0000,aggregate_row
2026030201*20,2026-09-06..2026-09-13,1,1,358,370.0000,aggregate_row
2026030202,2026-08-09..2026-08-16,1,1,7,7.0000,aggregate_row
2026030202,2026-08-16..2026-08-23,1,1,9,9.0000,aggregate_row
2026030202,2026-08-23..2026-08-30,1,1,8,8.0000,aggregate_row
2026030202,2026-08-30..2026-09-06,1,1,7,7.0000,aggregate_row
2026030202,2026-09-06..2026-09-13,1,1,5,5.0000,aggregate_row
2026030202*7,2026-08-09..2026-08-16,1,1,1,2.0000,aggregate_row
2026030202*7,2026-08-16..2026-08-23,1,0,,,verified_zero
2026030202*7,2026-08-23..2026-08-30,1,1,3,3.0000,aggregate_row
2026030202*7,2026-08-30..2026-09-06,1,1,2,2.0000,aggregate_row
2026030202*7,2026-09-06..2026-09-13,1,0,,,verified_zero
2026030204,2026-08-09..2026-08-16,1,1,26,26.0000,aggregate_row
2026030204,2026-08-16..2026-08-23,1,1,26,27.0000,aggregate_row
2026030204,2026-08-23..2026-08-30,1,1,31,31.0000,aggregate_row
2026030204,2026-08-30..2026-09-06,1,1,30,30.0000,aggregate_row
2026030204,2026-09-06..2026-09-13,1,1,19,20.0000,aggregate_row
2026030205,2026-08-09..2026-08-16,1,1,17,17.0000,aggregate_row
2026030205,2026-08-16..2026-08-23,1,1,26,26.0000,aggregate_row
2026030205,2026-08-23..2026-08-30,1,1,21,21.0000,aggregate_row
2026030205,2026-08-30..2026-09-06,1,1,29,29.0000,aggregate_row
2026030205,2026-09-06..2026-09-13,1,1,16,16.0000,aggregate_row
2026030216,2026-08-09..2026-08-16,1,1,13,14.0000,aggregate_row
2026030216,2026-08-16..2026-08-23,1,1,26,26.0000,aggregate_row
2026030216,2026-08-23..2026-08-30,1,1,17,18.0000,aggregate_row
2026030216,2026-08-30..2026-09-06,1,1,8,8.0000,aggregate_row
2026030216,2026-09-06..2026-09-13,1,1,11,11.0000,aggregate_row
2026030703,2026-08-09..2026-08-16,1,0,,,verified_zero
2026030703,2026-08-16..2026-08-23,1,0,,,verified_zero
2026030703,2026-08-23..2026-08-30,1,1,1,1.0000,aggregate_row
2026030703,2026-08-30..2026-09-06,1,1,2,2.0000,aggregate_row
2026030703,2026-09-06..2026-09-13,1,0,,,verified_zero
2026031314,2026-08-09..2026-08-16,1,1,2,2.0000,aggregate_row
2026031314,2026-08-16..2026-08-23,1,1,2,3.0000,aggregate_row
2026031314,2026-08-23..2026-08-30,1,1,3,3.0000,aggregate_row
2026031314,2026-08-30..2026-09-06,1,1,8,8.0000,aggregate_row
2026031314,2026-09-06..2026-09-13,1,1,10,10.0000,aggregate_row
2026032308*4+2026032811*3,2026-08-09..2026-08-16,1,0,,,verified_zero
2026032308*4+2026032811*3,2026-08-16..2026-08-23,1,0,,,verified_zero
2026032308*4+2026032811*3,2026-08-23..2026-08-30,1,0,,,verified_zero
2026032308*4+2026032811*3,2026-08-30..2026-09-06,1,0,,,verified_zero
2026032308*4+2026032811*3,2026-09-06..2026-09-13,1,0,,,verified_zero
2026032308*7,2026-08-09..2026-08-16,1,0,,,verified_zero
2026032308*7,2026-08-16..2026-08-23,1,0,,,verified_zero
2026032308*7,2026-08-23..2026-08-30,1,0,,,verified_zero
2026032308*7,2026-08-30..2026-09-06,1,0,,,verified_zero
2026032308*7,2026-09-06..2026-09-13,1,0,,,verified_zero
2026032308*7+2026060401,2026-08-09..2026-08-16,1,1,5,5.0000,aggregate_row
2026032308*7+2026060401,2026-08-16..2026-08-23,1,1,3,3.0000,aggregate_row
2026032308*7+2026060401,2026-08-23..2026-08-30,1,1,2,2.0000,aggregate_row
2026032308*7+2026060401,2026-08-30..2026-09-06,1,1,4,4.0000,aggregate_row
2026032308*7+2026060401,2026-09-06..2026-09-13,1,1,2,2.0000,aggregate_row
2026032312,2026-08-09..2026-08-16,1,1,37,37.0000,aggregate_row
2026032312,2026-08-16..2026-08-23,1,1,40,40.0000,aggregate_row
2026032312,2026-08-23..2026-08-30,1,1,21,21.0000,aggregate_row
2026032312,2026-08-30..2026-09-06,1,1,19,19.0000,aggregate_row
2026032312,2026-09-06..2026-09-13,1,1,33,33.0000,aggregate_row
2026032313,2026-08-09..2026-08-16,1,1,59,60.0000,aggregate_row
2026032313,2026-08-16..2026-08-23,1,1,60,61.0000,aggregate_row
2026032313,2026-08-23..2026-08-30,1,1,29,29.0000,aggregate_row
2026032313,2026-08-30..2026-09-06,1,1,31,34.0000,aggregate_row
2026032313,2026-09-06..2026-09-13,1,1,29,29.0000,aggregate_row
2026032525,2026-08-09..2026-08-16,1,1,21,21.0000,aggregate_row
2026032525,2026-08-16..2026-08-23,1,1,24,24.0000,aggregate_row
2026032525,2026-08-23..2026-08-30,1,1,16,16.0000,aggregate_row
2026032525,2026-08-30..2026-09-06,1,1,30,30.0000,aggregate_row
2026032525,2026-09-06..2026-09-13,1,1,30,30.0000,aggregate_row
2026032526,2026-08-09..2026-08-16,1,0,,,verified_zero
2026032526,2026-08-16..2026-08-23,1,0,,,verified_zero
2026032526,2026-08-23..2026-08-30,1,1,3,3.0000,aggregate_row
2026032526,2026-08-30..2026-09-06,1,0,,,verified_zero
2026032526,2026-09-06..2026-09-13,1,1,3,3.0000,aggregate_row
2026032527,2026-08-09..2026-08-16,1,1,5,5.0000,aggregate_row
2026032527,2026-08-16..2026-08-23,1,1,10,11.0000,aggregate_row
2026032527,2026-08-23..2026-08-30,1,1,6,6.0000,aggregate_row
2026032527,2026-08-30..2026-09-06,1,1,14,16.0000,aggregate_row
2026032527,2026-09-06..2026-09-13,1,1,9,9.0000,aggregate_row
2026032811*2+2026032812*2+2026030201*4,2026-08-09..2026-08-16,1,1,2,2.0000,aggregate_row
2026032811*2+2026032812*2+2026030201*4,2026-08-16..2026-08-23,1,1,3,3.0000,aggregate_row
2026032811*2+2026032812*2+2026030201*4,2026-08-23..2026-08-30,1,1,2,2.0000,aggregate_row
2026032811*2+2026032812*2+2026030201*4,2026-08-30..2026-09-06,1,1,3,3.0000,aggregate_row
2026032811*2+2026032812*2+2026030201*4,2026-09-06..2026-09-13,1,0,,,verified_zero
2026032811*7,2026-08-09..2026-08-16,1,1,103,105.0000,aggregate_row
2026032811*7,2026-08-16..2026-08-23,1,1,65,66.0000,aggregate_row
2026032811*7,2026-08-23..2026-08-30,1,1,31,40.0000,aggregate_row
2026032811*7,2026-08-30..2026-09-06,1,1,32,39.0000,aggregate_row
2026032811*7,2026-09-06..2026-09-13,1,1,16,16.0000,aggregate_row
2026032812*10,2026-08-09..2026-08-16,1,1,7,16.0000,aggregate_row
2026032812*10,2026-08-16..2026-08-23,1,1,2,2.0000,aggregate_row
2026032812*10,2026-08-23..2026-08-30,1,1,2,2.0000,aggregate_row
2026032812*10,2026-08-30..2026-09-06,1,0,,,verified_zero
2026032812*10,2026-09-06..2026-09-13,1,1,1,1.0000,aggregate_row
2026032812*10+2026052801*10,2026-08-09..2026-08-16,1,1,15,15.0000,aggregate_row
2026032812*10+2026052801*10,2026-08-16..2026-08-23,1,1,16,17.0000,aggregate_row
2026032812*10+2026052801*10,2026-08-23..2026-08-30,1,1,5,17.0000,aggregate_row
2026032812*10+2026052801*10,2026-08-30..2026-09-06,1,1,3,3.0000,aggregate_row
2026032812*10+2026052801*10,2026-09-06..2026-09-13,1,1,5,5.0000,aggregate_row
2026032812*2,2026-08-09..2026-08-16,1,1,1,1.0000,aggregate_row
2026032812*2,2026-08-16..2026-08-23,1,0,,,verified_zero
2026032812*2,2026-08-23..2026-08-30,1,0,,,verified_zero
2026032812*2,2026-08-30..2026-09-06,1,1,1,1.0000,aggregate_row
2026032812*2,2026-09-06..2026-09-13,1,1,2,2.0000,aggregate_row
2026032812*3,2026-08-09..2026-08-16,1,1,7,7.0000,aggregate_row
2026032812*3,2026-08-16..2026-08-23,1,1,1,1.0000,aggregate_row
2026032812*3,2026-08-23..2026-08-30,1,1,4,4.0000,aggregate_row
2026032812*3,2026-08-30..2026-09-06,1,0,,,verified_zero
2026032812*3,2026-09-06..2026-09-13,1,1,2,2.0000,aggregate_row
2026032812*3+2026052801*3,2026-08-09..2026-08-16,1,1,132,135.0000,aggregate_row
2026032812*3+2026052801*3,2026-08-16..2026-08-23,1,1,63,66.0000,aggregate_row
2026032812*3+2026052801*3,2026-08-23..2026-08-30,1,1,37,39.0000,aggregate_row
2026032812*3+2026052801*3,2026-08-30..2026-09-06,1,1,16,16.0000,aggregate_row
2026032812*3+2026052801*3,2026-09-06..2026-09-13,1,1,21,22.0000,aggregate_row
2026032812*4+2026032811*3,2026-08-09..2026-08-16,1,1,208,213.0000,aggregate_row
2026032812*4+2026032811*3,2026-08-16..2026-08-23,1,1,86,86.0000,aggregate_row
2026032812*4+2026032811*3,2026-08-23..2026-08-30,1,1,63,64.0000,aggregate_row
2026032812*4+2026032811*3,2026-08-30..2026-09-06,1,1,46,46.0000,aggregate_row
2026032812*4+2026032811*3,2026-09-06..2026-09-13,1,1,44,45.0000,aggregate_row
2026032812*5+2026030201*5,2026-08-09..2026-08-16,1,1,17,17.0000,aggregate_row
2026032812*5+2026030201*5,2026-08-16..2026-08-23,1,1,14,14.0000,aggregate_row
2026032812*5+2026030201*5,2026-08-23..2026-08-30,1,1,8,11.0000,aggregate_row
2026032812*5+2026030201*5,2026-08-30..2026-09-06,1,1,4,5.0000,aggregate_row
2026032812*5+2026030201*5,2026-09-06..2026-09-13,1,1,7,8.0000,aggregate_row
2026032812*5+2026052801*5,2026-08-09..2026-08-16,1,1,31,40.0000,aggregate_row
2026032812*5+2026052801*5,2026-08-16..2026-08-23,1,1,18,46.0000,aggregate_row
2026032812*5+2026052801*5,2026-08-23..2026-08-30,1,1,16,18.0000,aggregate_row
2026032812*5+2026052801*5,2026-08-30..2026-09-06,1,1,6,15.0000,aggregate_row
2026032812*5+2026052801*5,2026-09-06..2026-09-13,1,1,5,5.0000,aggregate_row
2026032812*7,2026-08-09..2026-08-16,1,1,783,815.0000,aggregate_row
2026032812*7,2026-08-16..2026-08-23,1,1,390,407.0000,aggregate_row
2026032812*7,2026-08-23..2026-08-30,1,1,289,305.0000,aggregate_row
2026032812*7,2026-08-30..2026-09-06,1,1,190,201.0000,aggregate_row
2026032812*7,2026-09-06..2026-09-13,1,1,148,158.0000,aggregate_row
2026032812*7+2026052801*7,2026-08-09..2026-08-16,1,1,466,483.0000,aggregate_row
2026032812*7+2026052801*7,2026-08-16..2026-08-23,1,1,202,204.0000,aggregate_row
2026032812*7+2026052801*7,2026-08-23..2026-08-30,1,1,152,156.0000,aggregate_row
2026032812*7+2026052801*7,2026-08-30..2026-09-06,1,1,29,29.0000,aggregate_row
2026032812*7+2026052801*7,2026-09-06..2026-09-13,1,0,,,verified_zero
2026032812+2026052801,2026-08-09..2026-08-16,1,1,21,21.0000,aggregate_row
2026032812+2026052801,2026-08-16..2026-08-23,1,1,6,6.0000,aggregate_row
2026032812+2026052801,2026-08-23..2026-08-30,1,1,12,12.0000,aggregate_row
2026032812+2026052801,2026-08-30..2026-09-06,1,1,10,10.0000,aggregate_row
2026032812+2026052801,2026-09-06..2026-09-13,1,1,5,5.0000,aggregate_row
2026032813,2026-08-09..2026-08-16,1,0,,,verified_zero
2026032813,2026-08-16..2026-08-23,1,0,,,verified_zero
2026032813,2026-08-23..2026-08-30,1,1,1,1.0000,aggregate_row
2026032813,2026-08-30..2026-09-06,1,0,,,verified_zero
2026032813,2026-09-06..2026-09-13,1,0,,,verified_zero
2026032813*3,2026-08-09..2026-08-16,1,1,41,41.0000,aggregate_row
2026032813*3,2026-08-16..2026-08-23,1,1,22,22.0000,aggregate_row
2026032813*3,2026-08-23..2026-08-30,1,1,25,25.0000,aggregate_row
2026032813*3,2026-08-30..2026-09-06,1,1,7,7.0000,aggregate_row
2026032813*3,2026-09-06..2026-09-13,1,1,8,8.0000,aggregate_row
2026032813*5+2026030201*5,2026-08-09..2026-08-16,1,1,4,10.0000,aggregate_row
2026032813*5+2026030201*5,2026-08-16..2026-08-23,1,1,1,1.0000,aggregate_row
2026032813*5+2026030201*5,2026-08-23..2026-08-30,1,1,3,3.0000,aggregate_row
2026032813*5+2026030201*5,2026-08-30..2026-09-06,1,0,,,verified_zero
2026032813*5+2026030201*5,2026-09-06..2026-09-13,1,1,1,1.0000,aggregate_row
2026032813*6+2026030201*2,2026-08-09..2026-08-16,1,1,15,16.0000,aggregate_row
2026032813*6+2026030201*2,2026-08-16..2026-08-23,1,1,36,36.0000,aggregate_row
2026032813*6+2026030201*2,2026-08-23..2026-08-30,1,1,21,21.0000,aggregate_row
2026032813*6+2026030201*2,2026-08-30..2026-09-06,1,1,4,5.0000,aggregate_row
2026032813*6+2026030201*2,2026-09-06..2026-09-13,1,0,,,verified_zero
2026032813*8,2026-08-09..2026-08-16,1,1,53,54.0000,aggregate_row
2026032813*8,2026-08-16..2026-08-23,1,1,28,41.0000,aggregate_row
2026032813*8,2026-08-23..2026-08-30,1,1,23,33.0000,aggregate_row
2026032813*8,2026-08-30..2026-09-06,1,1,26,30.0000,aggregate_row
2026032813*8,2026-09-06..2026-09-13,1,1,10,12.0000,aggregate_row
2026040101*10,2026-08-09..2026-08-16,1,1,1382,1447.0000,aggregate_row
2026040101*10,2026-08-16..2026-08-23,1,1,922,941.0000,aggregate_row
2026040101*10,2026-08-23..2026-08-30,1,1,868,878.0000,aggregate_row
2026040101*10,2026-08-30..2026-09-06,1,1,692,705.0000,aggregate_row
2026040101*10,2026-09-06..2026-09-13,1,1,1033,1042.0000,aggregate_row
2026040101*18,2026-08-09..2026-08-16,1,1,46,46.0000,aggregate_row
2026040101*18,2026-08-16..2026-08-23,1,1,27,27.0000,aggregate_row
2026040101*18,2026-08-23..2026-08-30,1,1,41,41.0000,aggregate_row
2026040101*18,2026-08-30..2026-09-06,1,1,31,31.0000,aggregate_row
2026040101*18,2026-09-06..2026-09-13,1,1,33,33.0000,aggregate_row
2026040101*20,2026-08-09..2026-08-16,1,1,450,463.0000,aggregate_row
2026040101*20,2026-08-16..2026-08-23,1,1,343,361.0000,aggregate_row
2026040101*20,2026-08-23..2026-08-30,1,1,312,326.0000,aggregate_row
2026040101*20,2026-08-30..2026-09-06,1,1,249,259.0000,aggregate_row
2026040101*20,2026-09-06..2026-09-13,1,1,306,316.0000,aggregate_row
2026040101*3,2026-08-09..2026-08-16,1,1,44,45.0000,aggregate_row
2026040101*3,2026-08-16..2026-08-23,1,1,19,19.0000,aggregate_row
2026040101*3,2026-08-23..2026-08-30,1,1,28,28.0000,aggregate_row
2026040101*3,2026-08-30..2026-09-06,1,1,12,12.0000,aggregate_row
2026040101*3,2026-09-06..2026-09-13,1,1,15,15.0000,aggregate_row
2026040101*30,2026-08-09..2026-08-16,1,1,38,41.0000,aggregate_row
2026040101*30,2026-08-16..2026-08-23,1,1,27,29.0000,aggregate_row
2026040101*30,2026-08-23..2026-08-30,1,1,43,45.0000,aggregate_row
2026040101*30,2026-08-30..2026-09-06,1,1,26,28.0000,aggregate_row
2026040101*30,2026-09-06..2026-09-13,1,1,35,38.0000,aggregate_row
2026040101*5,2026-08-09..2026-08-16,1,1,3515,3542.0000,aggregate_row
2026040101*5,2026-08-16..2026-08-23,1,1,2457,2469.0000,aggregate_row
2026040101*5,2026-08-23..2026-08-30,1,1,2259,2270.0000,aggregate_row
2026040101*5,2026-08-30..2026-09-06,1,1,1868,1888.0000,aggregate_row
2026040101*5,2026-09-06..2026-09-13,1,1,2525,2558.0000,aggregate_row
2026040101*5+2026040102*5,2026-08-09..2026-08-16,1,1,500,502.0000,aggregate_row
2026040101*5+2026040102*5,2026-08-16..2026-08-23,1,1,347,348.0000,aggregate_row
2026040101*5+2026040102*5,2026-08-23..2026-08-30,1,1,644,646.0000,aggregate_row
2026040101*5+2026040102*5,2026-08-30..2026-09-06,1,1,662,662.0000,aggregate_row
2026040101*5+2026040102*5,2026-09-06..2026-09-13,1,1,617,618.0000,aggregate_row
2026040101*6,2026-08-09..2026-08-16,1,1,50,50.0000,aggregate_row
2026040101*6,2026-08-16..2026-08-23,1,1,32,33.0000,aggregate_row
2026040101*6,2026-08-23..2026-08-30,1,1,21,21.0000,aggregate_row
2026040101*6,2026-08-30..2026-09-06,1,1,20,20.0000,aggregate_row
2026040101*6,2026-09-06..2026-09-13,1,1,44,45.0000,aggregate_row
2026040101*8,2026-08-09..2026-08-16,1,1,14,15.0000,aggregate_row
2026040101*8,2026-08-16..2026-08-23,1,1,1,1.0000,aggregate_row
2026040101*8,2026-08-23..2026-08-30,1,1,15,17.0000,aggregate_row
2026040101*8,2026-08-30..2026-09-06,1,1,9,9.0000,aggregate_row
2026040101*8,2026-09-06..2026-09-13,1,1,11,11.0000,aggregate_row
2026040101*9,2026-08-09..2026-08-16,1,1,17,17.0000,aggregate_row
2026040101*9,2026-08-16..2026-08-23,1,1,20,20.0000,aggregate_row
2026040101*9,2026-08-23..2026-08-30,1,1,23,23.0000,aggregate_row
2026040101*9,2026-08-30..2026-09-06,1,1,9,9.0000,aggregate_row
2026040101*9,2026-09-06..2026-09-13,1,1,12,12.0000,aggregate_row
2026040102*10,2026-08-09..2026-08-16,1,1,531,541.0000,aggregate_row
2026040102*10,2026-08-16..2026-08-23,1,1,368,372.0000,aggregate_row
2026040102*10,2026-08-23..2026-08-30,1,1,364,369.0000,aggregate_row
2026040102*10,2026-08-30..2026-09-06,1,1,307,312.0000,aggregate_row
2026040102*10,2026-09-06..2026-09-13,1,1,412,422.0000,aggregate_row
2026040102*10+2026040101*10,2026-08-09..2026-08-16,1,1,2714,2768.0000,aggregate_row
2026040102*10+2026040101*10,2026-08-16..2026-08-23,1,1,1817,1855.0000,aggregate_row
2026040102*10+2026040101*10,2026-08-23..2026-08-30,1,1,1868,1907.0000,aggregate_row
2026040102*10+2026040101*10,2026-08-30..2026-09-06,1,1,1530,1560.0000,aggregate_row
2026040102*10+2026040101*10,2026-09-06..2026-09-13,1,1,1731,1751.0000,aggregate_row
2026040102*15+2026040101*15,2026-08-09..2026-08-16,1,1,91,93.0000,aggregate_row
2026040102*15+2026040101*15,2026-08-16..2026-08-23,1,1,81,83.0000,aggregate_row
2026040102*15+2026040101*15,2026-08-23..2026-08-30,1,1,102,105.0000,aggregate_row
2026040102*15+2026040101*15,2026-08-30..2026-09-06,1,1,60,61.0000,aggregate_row
2026040102*15+2026040101*15,2026-09-06..2026-09-13,1,1,79,79.0000,aggregate_row
2026040102*2+2026040101*2,2026-08-09..2026-08-16,1,1,827,827.0000,aggregate_row
2026040102*2+2026040101*2,2026-08-16..2026-08-23,1,1,439,439.0000,aggregate_row
2026040102*2+2026040101*2,2026-08-23..2026-08-30,1,1,573,573.0000,aggregate_row
2026040102*2+2026040101*2,2026-08-30..2026-09-06,1,1,521,521.0000,aggregate_row
2026040102*2+2026040101*2,2026-09-06..2026-09-13,1,1,176,176.0000,aggregate_row
2026040102*20,2026-08-09..2026-08-16,1,1,190,197.0000,aggregate_row
2026040102*20,2026-08-16..2026-08-23,1,1,154,158.0000,aggregate_row
2026040102*20,2026-08-23..2026-08-30,1,1,150,155.0000,aggregate_row
2026040102*20,2026-08-30..2026-09-06,1,1,111,114.0000,aggregate_row
2026040102*20,2026-09-06..2026-09-13,1,1,76,83.0000,aggregate_row
2026040102*3+2026040101*2,2026-08-09..2026-08-16,1,1,189,189.0000,aggregate_row
2026040102*3+2026040101*2,2026-08-16..2026-08-23,1,1,161,161.0000,aggregate_row
2026040102*3+2026040101*2,2026-08-23..2026-08-30,1,1,152,152.0000,aggregate_row
2026040102*3+2026040101*2,2026-08-30..2026-09-06,1,1,195,195.0000,aggregate_row
2026040102*3+2026040101*2,2026-09-06..2026-09-13,1,1,255,255.0000,aggregate_row
2026040102*3+2026040101*3,2026-08-09..2026-08-16,1,1,614,614.0000,aggregate_row
2026040102*3+2026040101*3,2026-08-16..2026-08-23,1,1,365,373.0000,aggregate_row
2026040102*3+2026040101*3,2026-08-23..2026-08-30,1,1,400,404.0000,aggregate_row
2026040102*3+2026040101*3,2026-08-30..2026-09-06,1,1,342,343.0000,aggregate_row
2026040102*3+2026040101*3,2026-09-06..2026-09-13,1,1,304,306.0000,aggregate_row
2026040102*4+2026040101*4,2026-08-09..2026-08-16,1,1,141,141.0000,aggregate_row
2026040102*4+2026040101*4,2026-08-16..2026-08-23,1,1,205,205.0000,aggregate_row
2026040102*4+2026040101*4,2026-08-23..2026-08-30,1,1,237,238.0000,aggregate_row
2026040102*4+2026040101*4,2026-08-30..2026-09-06,1,1,166,167.0000,aggregate_row
2026040102*4+2026040101*4,2026-09-06..2026-09-13,1,1,320,320.0000,aggregate_row
2026040102*5,2026-08-09..2026-08-16,1,1,1896,1897.0000,aggregate_row
2026040102*5,2026-08-16..2026-08-23,1,1,1156,1156.0000,aggregate_row
2026040102*5,2026-08-23..2026-08-30,1,1,1344,1347.0000,aggregate_row
2026040102*5,2026-08-30..2026-09-06,1,1,957,969.0000,aggregate_row
2026040102*5,2026-09-06..2026-09-13,1,1,1056,1062.0000,aggregate_row
2026040102*5+2026040101*5,2026-08-09..2026-08-16,1,1,15762,15786.0000,aggregate_row
2026040102*5+2026040101*5,2026-08-16..2026-08-23,1,1,8786,8808.0000,aggregate_row
2026040102*5+2026040101*5,2026-08-23..2026-08-30,1,1,9288,9307.0000,aggregate_row
2026040102*5+2026040101*5,2026-08-30..2026-09-06,1,1,7317,7339.0000,aggregate_row
2026040102*5+2026040101*5,2026-09-06..2026-09-13,1,1,10554,10566.0000,aggregate_row
2026040102*9+2026040101*9,2026-08-09..2026-08-16,1,1,170,171.0000,aggregate_row
2026040102*9+2026040101*9,2026-08-16..2026-08-23,1,1,124,125.0000,aggregate_row
2026040102*9+2026040101*9,2026-08-23..2026-08-30,1,1,121,123.0000,aggregate_row
2026040102*9+2026040101*9,2026-08-30..2026-09-06,1,1,89,89.0000,aggregate_row
2026040102*9+2026040101*9,2026-09-06..2026-09-13,1,1,138,138.0000,aggregate_row
2026040103,2026-08-09..2026-08-16,1,1,6,6.0000,aggregate_row
2026040103,2026-08-16..2026-08-23,1,1,2,2.0000,aggregate_row
2026040103,2026-08-23..2026-08-30,1,1,6,6.0000,aggregate_row
2026040103,2026-08-30..2026-09-06,1,1,14,14.0000,aggregate_row
2026040103,2026-09-06..2026-09-13,1,1,6,6.0000,aggregate_row
2026040318,2026-08-09..2026-08-16,1,1,81,88.0000,aggregate_row
2026040318,2026-08-16..2026-08-23,1,1,90,92.0000,aggregate_row
2026040318,2026-08-23..2026-08-30,1,1,67,69.0000,aggregate_row
2026040318,2026-08-30..2026-09-06,1,1,66,71.0000,aggregate_row
2026040318,2026-09-06..2026-09-13,1,1,70,73.0000,aggregate_row
2026040318*2,2026-08-09..2026-08-16,1,1,567,574.0000,aggregate_row
2026040318*2,2026-08-16..2026-08-23,1,1,519,525.0000,aggregate_row
2026040318*2,2026-08-23..2026-08-30,1,1,571,578.0000,aggregate_row
2026040318*2,2026-08-30..2026-09-06,1,1,667,671.0000,aggregate_row
2026040318*2,2026-09-06..2026-09-13,1,1,642,645.0000,aggregate_row
2026040318*3,2026-08-09..2026-08-16,1,1,12483,12617.0000,aggregate_row
2026040318*3,2026-08-16..2026-08-23,1,1,10726,10829.0000,aggregate_row
2026040318*3,2026-08-23..2026-08-30,1,1,11201,11359.0000,aggregate_row
